Date,Value,Return,Weights
153,-119.09608717473942,1.0135248245112394,"[('YPA', 1, 0.008847918939226271), ('AOX', 1, 0.0015030471238317987), ('KWE', 1, 0.025108225108225034), ('VSR', 1, 0.025641063210295367), ('VWR', 1, 0.0145668285203169), ('ZNX', 1, 0.056105610561055994), ('MWN', 1, 0.019844762743058367), ('MZJ', 1, 0.02226789996574178), ('VEO', 1, 0.00747072767760931), ('GJA', 1, 0.040943962641761145), ('TUW', 1, 0.04210805084745772), ('HBM', 1, 0.01736972704714625), ('WNF', 1, 0.0059464816650149155), ('ABM', 1, 0.016868109974764192), ('RLR', 1, 0.037720329024676945), ('GPE', 1, 0.08065940535766859), ('BUL', 1, 0.02615298087739025), ('PKU', 1, 0.04492953269047361), ('VLK', 1, -0.0004028467839398568), ('VYQ', 1, 0.02867637979997537), ('EVW', 1, 0.03794923347574763), ('NQW', 1, 0.014320642682500878), ('PHV', 1, 0.022135089545275086), ('DAI', 1, 0.06597014925373137), ('WGQ', 1, -0.0055005838608568015), ('JFL', 1, 0.06128869871633533), ('RLF', 1, 0.0035376964923404535), ('NFR', 1, 0.03896103896103907), ('ZKY', 1, 0.015586224545753723), ('STK', 1, 0.004768693771201017), ('OWG', 1, 0.016964285714285793), ('YLF', 1, 0.05625869938173695), ('CPM', 1, -7.439369141490035e-05), ('TGI', 1, 0.04845814977973575), ('MGW', 1, 0.019246389094889953), ('NTR', 1, -0.01101749837977976), ('KKD', 1, 0.03829160530191447), ('JPN', 1, 0.03157323576995158), ('CGS', 1, 0.01581576026637071), ('VOX', 1, 0.016663510698731215)]"
154,-140.02258233304175,0.17571102170299416,"[('YPA', 1, 0.016724121251749508), ('AOX', 1, -0.002865120482028125), ('KWE', 1, 0.026182432432432474), ('VSR', 1, 0.0007143035714285111), ('VWR', 1, 0.02468513853904274), ('ZNX', 1, 0.04241071428571441), ('MWN', 1, -0.009258532757944346), ('MZJ', 1, -0.0022713732499255795), ('VEO', 1, -0.009411764705882304), ('GJA', 1, -0.010093727469358368), ('TUW', 1, -0.01778907242693781), ('HBM', 1, -0.002439024390243851), ('WNF', 1, -0.0009852216748768262), ('ABM', 1, 0.011233019853709501), ('RLR', 1, -0.0053221605707167805), ('GPE', 1, 0.04412966494143278), ('BUL', 1, 0.012240796565269055), ('PKU', 1, 0.01784808842916545), ('VLK', 1, -0.004433100483610939), ('VYQ', 1, -0.02355588897224313), ('EVW', 1, 0.030266343825665863), ('NQW', 1, 0.000688705234159765), ('PHV', 1, 0.0046260939790553025), ('DAI', 1, 0.01736208345001393), ('WGQ', 1, -0.01118561320025957), ('JFL', 1, 0.024783588284121943), ('RLF', 1, 0.0029721495632509336), ('NFR', 1, -0.00925925925925939), ('ZKY', 1, -0.019642662368026805), ('STK', 1, 0.003571778060475674), ('OWG', 1, 0.03716710564822932), ('YLF', 1, -0.012595384756826372), ('CPM', 1, -0.013466259950896528), ('TGI', 1, 0.021008403361344536), ('MGW', 1, -0.00041577160279954455), ('NTR', 1, 0.026867627785058943), ('KKD', 1, -0.015435961618689983), ('JPN', 1, -0.021890833248550245), ('CGS', 1, -0.0013657470636437355), ('VOX', 1, 0.003911342894393758)]"
155,-99.50198089610663,-0.28938618872602595,"[('YPA', 1, -0.002944733615248848), ('AOX', 1, -0.0045153110010987966), ('KWE', 1, -0.0008230452674896944), ('VSR', 1, -0.0026766951699375157), ('VWR', 1, -0.02064896755162233), ('ZNX', 1, 0.008993576017130505), ('MWN', 1, -0.011245743248594295), ('MZJ', 1, 0.01873483858928919), ('VEO', 1, -0.012524292809328503), ('GJA', 1, -0.014242939224730848), ('TUW', 1, -0.024320827943078854), ('HBM', 1, -0.0024449877750610726), ('WNF', 1, 0.0069033530571992385), ('ABM', 1, -0.010333247222939771), ('RLR', 1, 0.004098360655737698), ('GPE', 1, -0.007826767545003839), ('BUL', 1, -0.04178323256023821), ('PKU', 1, -0.002191890006974184), ('VLK', 1, 0.011401970044528389), ('VYQ', 1, 0.014474492931776389), ('EVW', 1, -0.025029377203290196), ('NQW', 1, -0.006538196834136192), ('PHV', 1, -0.011555668175383945), ('DAI', 1, -0.037159372419488065), ('WGQ', 1, -0.010187181650573392), ('JFL', 1, -0.018861374681786572), ('RLF', 1, -0.008269389490984174), ('NFR', 1, 0.018691588785046828), ('ZKY', 1, -0.002925422831370091), ('STK', 1, -0.010140900004875494), ('OWG', 1, -0.026805869074492047), ('YLF', 1, -0.0007759155803848542), ('CPM', 1, -0.013574660633484035), ('TGI', 1, -0.009876543209876625), ('MGW', 1, 0.009809358752166323), ('NTR', 1, -0.02284620293554553), ('KKD', 1, -0.004110169491525419), ('JPN', 1, 0.0018026105087095583), ('CGS', 1, 0.00013676148796486467), ('VOX', 1, -0.017254174397031537)]"
156,-56.98543135400982,-0.4272934986740593,"[('YPA', 1, 0.022106123910281897), ('AOX', 1, -0.0005498041560650693), ('KWE', 1, -0.0024711696869852665), ('VSR', 1, -0.006441223947776534), ('VWR', 1, -0.09211847389558236), ('ZNX', 1, -0.025042444821731746), ('MWN', 1, -0.0012815378454144701), ('MZJ', 1, 0.0037000402974685528), ('VEO', 1, 0.0034259056782564245), ('GJA', 1, 0.02454642475987189), ('TUW', 1, -0.009016176080615312), ('HBM', 1, 0.01470588235294108), ('WNF', 1, 0.00097943192948088), ('ABM', 1, -0.002088227616810373), ('RLR', 1, -0.012585034013605435), ('GPE', 1, -0.04654220352353413), ('BUL', 1, -0.028065549067621057), ('PKU', 1, -0.03644533200199706), ('VLK', 1, 0.0006670669068107152), ('VYQ', 1, 0.006603859319620753), ('EVW', 1, -0.029287694347354377), ('NQW', 1, -0.004156563907170107), ('PHV', 1, 0.0039912131431576615), ('DAI', 1, -0.02973127501429386), ('WGQ', 1, -0.007261247040252601), ('JFL', 1, -0.024295317844085413), ('RLF', 1, -0.005003586970031548), ('NFR', 1, 0.007798165137614594), ('ZKY', 1, 0.0028725049716431194), ('STK', 1, -0.0021179136088263152), ('OWG', 1, -0.018749395960181672), ('YLF', 1, -0.006212144742972512), ('CPM', 1, 0.0021406727828746264), ('TGI', 1, -0.024106400665004087), ('MGW', 1, -0.010091648645865507), ('NTR', 1, -0.07262277951933127), ('KKD', 1, 0.009913628047483353), ('JPN', 1, -0.02493623564750478), ('CGS', 1, -0.004239026391357887), ('VOX', 1, -0.0052860109495941315)]"
157,-83.60913849860256,0.4672019937727353,"[('YPA', 1, 0.03006339409518383), ('AOX', 1, 0.012377109857936965), ('KWE', 1, 0.03137902559867884), ('VSR', 1, -0.00036018369098104065), ('VWR', 1, -0.009676527508985386), ('ZNX', 1, -0.01610796691336515), ('MWN', 1, 0.021012110032881583), ('MZJ', 1, 0.00879626250091236), ('VEO', 1, -0.00021792822896993418), ('GJA', 1, 0.04415064102564107), ('TUW', 1, 0.00722504682900731), ('HBM', 1, 0.014492753623188527), ('WNF', 1, 0.006849315068493005), ('ABM', 1, -0.0034004708344231092), ('RLR', 1, 0.02353886783786884), ('GPE', 1, 0.010755653612796486), ('BUL', 1, 0.00348837209302325), ('PKU', 1, 0.042383419689119205), ('VLK', 1, 0.008266115592293908), ('VYQ', 1, 0.036143127990610584), ('EVW', 1, -0.00024832381425391397), ('NQW', 1, 0.009739130434782648), ('PHV', 1, 0.015606427470834195), ('DAI', 1, -0.04007071302298172), ('WGQ', 1, 0.004611225950071517), ('JFL', 1, -0.009307385470808779), ('RLF', 1, 0.0048190958040922145), ('NFR', 1, 0.025489303595812578), ('ZKY', 1, 0.019217464747356), ('STK', 1, -0.004689042448173686), ('OWG', 1, -0.00393972224958146), ('YLF', 1, 0.03709954680418817), ('CPM', 1, -0.014800122062862572), ('TGI', 1, 0.019591141396933597), ('MGW', 1, 0.016366725614619188), ('NTR', 1, -0.0011267605633802577), ('KKD', 1, 0.030965621840242645), ('JPN', 1, 0.04138696624427647), ('CGS', 1, 0.00851414446580616), ('VOX', 1, 0.03681913076485111)]"
158,-89.62435914466373,0.07194453565816487,"[('YPA', 1, 0.0017001671621641181), ('AOX', 1, -0.0008829043233825278), ('KWE', 1, 0.06725380304243393), ('VSR', 1, 0.021797929086576445), ('VWR', 1, 0.008933556672250147), ('ZNX', 1, -0.0013274336283186344), ('MWN', 1, -0.014767103919566376), ('MZJ', 1, 0.013061254025109497), ('VEO', 1, -0.0008719029281407001), ('GJA', 1, -0.01266211342184027), ('TUW', 1, 0.004516471838469758), ('HBM', 1, -0.00238095238095233), ('WNF', 1, 0.0009718172983480625), ('ABM', 1, 0.019028871391076153), ('RLR', 1, -0.014695983845636104), ('GPE', 1, 0.0008185538881309997), ('BUL', 1, 0.005407493240633471), ('PKU', 1, -0.0037777115021374852), ('VLK', 1, -0.002314049586776822), ('VYQ', 1, -0.006418820795817706), ('EVW', 1, -0.0055886736214605425), ('NQW', 1, 0.0006889424733034645), ('PHV', 1, -0.005557120873881022), ('DAI', 1, -0.0012277470841006491), ('WGQ', 1, -0.0004115226337448416), ('JFL', 1, -0.00024402147388965376), ('RLF', 1, 0.005977349755656969), ('NFR', 1, 0.0022192632046159413), ('ZKY', 1, -0.009211203757980912), ('STK', 1, 0.0010414083808579617), ('OWG', 1, 0.009888262632255514), ('YLF', 1, -0.004761617744560256), ('CPM', 1, -0.001084094780857878), ('TGI', 1, -0.005012531328320843), ('MGW', 1, -0.007437480809252522), ('NTR', 1, -0.020868584320361025), ('KKD', 1, -0.011074332883821699), ('JPN', 1, -0.010054536632901023), ('CGS', 1, -0.0021786492374727207), ('VOX', 1, 0.05345048508145697)]"
159,-133.46321049115483,0.4891399142473118,"[('YPA', 1, 0.039291628545398104), ('AOX', 1, 0.00509857219176456), ('KWE', 1, -0.020255063765941453), ('VSR', 1, -0.002115708707410003), ('VWR', 1, 0.009961261759822895), ('ZNX', 1, 0.01860877270713328), ('MWN', 1, 0.013314199154907018), ('MZJ', 1, -0.0015000000000000568), ('VEO', 1, 0.008872082030397781), ('GJA', 1, 0.0460127467744444), ('TUW', 1, -0.005025125628140831), ('HBM', 1, 0.002386634844868684), ('WNF', 1, 0.010679611650485381), ('ABM', 1, 0.004893754024468711), ('RLR', 1, 0.016736878059888407), ('GPE', 1, 0.04198473282442746), ('BUL', 1, 0.014214368036880424), ('PKU', 1, 0.04859794431693448), ('VLK', 1, 0.0021206096752815983), ('VYQ', 1, 0.038878657663188085), ('EVW', 1, 0.0008742350443362982), ('NQW', 1, 0.0048192771084337544), ('PHV', 1, 0.02916574038960304), ('DAI', 1, 0.0073755377996312845), ('WGQ', 1, -0.002945181619533226), ('JFL', 1, 0.02745911642665365), ('RLF', 1, -0.00013875358808094882), ('NFR', 1, 0.0017714791851196946), ('ZKY', 1, 0.01203650807446054), ('STK', 1, 0.003715446348954721), ('OWG', 1, 0.012043474003720788), ('YLF', 1, 0.018774224806201514), ('CPM', 1, -0.0008527131782946794), ('TGI', 1, -0.013434089000839642), ('MGW', 1, 0.019282989035163144), ('NTR', 1, -0.020017281105990794), ('KKD', 1, 0.02719008264462815), ('JPN', 1, 0.044002195978137364), ('CGS', 1, 0.01883187772925758), ('VOX', 1, 0.0064291920069505576)]"
160,-116.65293324916874,-0.12595438982865004,"[('YPA', 1, 0.04039193315827867), ('AOX', 1, 0.003043604881558112), ('KWE', 1, -0.01914241960183767), ('VSR', 1, 0.002826855223563854), ('VWR', 1, -0.036986301369863056), ('ZNX', 1, 0.009569377990430727), ('MWN', 1, -0.0015735641227379122), ('MZJ', 1, 0.01538021317690826), ('VEO', 1, 0.0036762055791827244), ('GJA', 1, 0.02169713181750622), ('TUW', 1, -0.012493354598617726), ('HBM', 1, -0.009523809523809532), ('WNF', 1, -0.016330451488952923), ('ABM', 1, -0.009611687812379853), ('RLR', 1, -0.010414333706606861), ('GPE', 1, -0.03532182103610679), ('BUL', 1, -0.016382575757575662), ('PKU', 1, 0.01884278644842029), ('VLK', 1, 0.008067715910593829), ('VYQ', 1, -0.006021553785981559), ('EVW', 1, -0.018218118292987195), ('NQW', 1, -0.004796163069544384), ('PHV', 1, 0.0007750821671805336), ('DAI', 1, -0.003660768761440041), ('WGQ', 1, 0.00606657349764968), ('JFL', 1, -0.02090509561705655), ('RLF', 1, -0.006426194530615409), ('NFR', 1, -0.0026525198938993047), ('ZKY', 1, 0.013282468585916352), ('STK', 1, -0.004442031489067695), ('OWG', 1, -0.03202399380804956), ('YLF', 1, -0.019141600285340617), ('CPM', 1, 0.009698192256963303), ('TGI', 1, -0.002553191489361648), ('MGW', 1, 0.007418897956430796), ('NTR', 1, -0.015576781778104369), ('KKD', 1, 0.029165660954219966), ('JPN', 1, -0.0028860228734874805), ('CGS', 1, 0.00227698901687653), ('VOX', 1, -0.011049723756906087)]"
161,-165.5528619622696,0.41919159125344413,"[('YPA', 1, 0.025376758721660744), ('AOX', 1, 0.0), ('KWE', 1, 0.08508977361436376), ('VSR', 1, 0.02325588524509809), ('VWR', 1, 0.03982930298719769), ('ZNX', 1, 0.029728565273588872), ('MWN', 1, -0.00039401103230899423), ('MZJ', 1, -0.005671410455121931), ('VEO', 1, -0.001220913530594771), ('GJA', 1, -0.004363636363636322), ('TUW', 1, 0.016419919246298775), ('HBM', 1, 0.019230769230769246), ('WNF', 1, 0.015625000000000014), ('ABM', 1, 0.003105590062111735), ('RLR', 1, 0.01425823243182065), ('GPE', 1, 0.026851098454027722), ('BUL', 1, 0.002406854722248965), ('PKU', 1, -0.004296656080702484), ('VLK', 1, -0.009708737864077603), ('VYQ', 1, 0.004076433121019102), ('EVW', 1, 0.011692933401118294), ('NQW', 1, 0.0017211703958692154), ('PHV', 1, 0.007380854638638604), ('DAI', 1, 0.041641151255358444), ('WGQ', 1, 0.001831097079715814), ('JFL', 1, 0.019046463666140885), ('RLF', 1, -0.002850876395339902), ('NFR', 1, 0.011968085106382961), ('ZKY', 1, -0.007836787725533837), ('STK', 1, -0.0006444896138019703), ('OWG', 1, 0.007996001999000472), ('YLF', 1, 0.016757575757575676), ('CPM', 1, 0.007222990625480453), ('TGI', 1, 0.007679180887372001), ('MGW', 1, -0.0008703220191470539), ('NTR', 1, 0.003881176294969475), ('KKD', 1, -0.006058710862682294), ('JPN', 1, 0.023880339327645467), ('CGS', 1, 0.002138179874381887), ('VOX', 1, -0.0069832402234636624)]"
162,-224.12537975617644,0.3537994879681141,"[('YPA', 1, 0.024723179442143264), ('AOX', 1, -0.012070181819214125), ('KWE', 1, 0.07050359712230218), ('VSR', 1, 0.029097760706000023), ('VWR', 1, 0.06730506155950755), ('ZNX', 1, 0.022175732217573272), ('MWN', 1, -0.012376823019314098), ('MZJ', 1, 0.01268289226627003), ('VEO', 1, 0.007981592004026847), ('GJA', 1, 0.006720233747260683), ('TUW', 1, 0.00847457627118645), ('HBM', 1, 0.01650943396226401), ('WNF', 1, -0.005769230769230817), ('ABM', 1, 0.015995872033023852), ('RLR', 1, -0.0005578489345085035), ('GPE', 1, 0.03328050713153719), ('BUL', 1, -0.010660776027660386), ('PKU', 1, 0.012476547842401618), ('VLK', 1, -0.005233174350821545), ('VYQ', 1, 0.020355803659533753), ('EVW', 1, 0.009170854271356835), ('NQW', 1, 0.004123711340206097), ('PHV', 1, -0.007406598300221422), ('DAI', 1, 0.03321575543797752), ('WGQ', 1, 0.0045378627926763865), ('JFL', 1, 0.01416666666666664), ('RLF', 1, 0.0030684021693297473), ('NFR', 1, -0.0008760402978536827), ('ZKY', 1, -0.005980486309000192), ('STK', 1, 0.008234943942851456), ('OWG', 1, 0.0019831432821021604), ('YLF', 1, -0.013590439006944077), ('CPM', 1, 0.007781507476350181), ('TGI', 1, -0.03530906011854359), ('MGW', 1, -0.004489413025998498), ('NTR', 1, 0.02884758364312264), ('KKD', 1, 0.0013371086990719026), ('JPN', 1, 0.018929462482925628), ('CGS', 1, -0.011868249099879992), ('VOX', 1, -0.003691983122362884)]"
163,-216.6889150800816,-0.033179931180417316,"[('YPA', 1, 0.008191638968806626), ('AOX', 1, 0.009760474020902049), ('KWE', 1, -0.02352150537634418), ('VSR', 1, -0.007696151915676817), ('VWR', 1, 0.016918738784927036), ('ZNX', 1, -0.007777322963569434), ('MWN', 1, -0.005348020434227344), ('MZJ', 1, -0.004442889627427107), ('VEO', 1, 0.002140105578541753), ('GJA', 1, 0.0022493106951095797), ('TUW', 1, -0.0018382352941176546), ('HBM', 1, 0.00928074245939676), ('WNF', 1, -0.00483558994197299), ('ABM', 1, -0.000634840020315025), ('RLR', 1, -0.0013395847287341431), ('GPE', 1, -0.016615541922290353), ('BUL', 1, 0.007572080380545589), ('PKU', 1, -0.0044473269711850635), ('VLK', 1, 0.009256176333488813), ('VYQ', 1, 0.020668121908761737), ('EVW', 1, 0.0001244864932155498), ('NQW', 1, 0.0006844626967830108), ('PHV', 1, -0.0024675368649161055), ('DAI', 1, -0.048364153627311404), ('WGQ', 1, 0.0004391881293724102), ('JFL', 1, -0.016081699730015313), ('RLF', 1, -0.0005563830591905027), ('NFR', 1, 0.004822446295484568), ('ZKY', 1, 0.009372572990076187), ('STK', 1, -0.0009840582562488538), ('OWG', 1, 0.014745175655616121), ('YLF', 1, -0.004139347977158064), ('CPM', 1, -0.006661619984859921), ('TGI', 1, 0.012727113139647113), ('MGW', 1, 0.0032981086356600195), ('NTR', 1, 0.00794912559618438), ('KKD', 1, -0.0010996779514570777), ('JPN', 1, -0.008924151371031348), ('CGS', 1, 0.009041835357624855), ('VOX', 1, -0.014646197282512763)]"
164,-332.1593588809147,0.5328857904806007,"[('YPA', 1, 0.03356217663659919), ('AOX', 1, -0.00209542379213961), ('KWE', 1, 0.019270474879559612), ('VSR', 1, 0.005732608232463204), ('VWR', 1, 0.033022435089488156), ('ZNX', 1, 0.017739273927392874), ('MWN', 1, -0.0026482625792472376), ('MZJ', 1, -0.017148077869140473), ('VEO', 1, -0.007972665148063612), ('GJA', 1, 0.0005791645551293166), ('TUW', 1, 0.019994738226782563), ('HBM', 1, 0.025287356321839156), ('WNF', 1, 0.0068027210884354025), ('ABM', 1, 0.013340109261847434), ('RLR', 1, -0.010283925776883385), ('GPE', 1, 0.12139329347543545), ('BUL', 1, 0.027555641198574038), ('PKU', 1, 0.019543973941368024), ('VLK', 1, 0.010490894695170252), ('VYQ', 1, -0.010070657029156096), ('EVW', 1, 0.05290017425939756), ('NQW', 1, 0.002735978112175166), ('PHV', 1, 0.010323100748880891), ('DAI', 1, -0.009865470852018098), ('WGQ', 1, -0.008152770374086803), ('JFL', 1, 0.04712479121927945), ('RLF', 1, 0.003131306001293771), ('NFR', 1, -0.00218150087260038), ('ZKY', 1, -0.007290720832752949), ('STK', 1, 0.0007880220646177925), ('OWG', 1, 0.07996879266627646), ('YLF', 1, -0.012530339805825227), ('CPM', 1, 0.0181374790428288), ('TGI', 1, -0.006326919743456439), ('MGW', 1, 0.013920568898430085), ('NTR', 1, 0.027674218525953642), ('KKD', 1, -0.002044507352363019), ('JPN', 1, -0.0021112564999109804), ('CGS', 1, 0.02581249164103259), ('VOX', 1, -0.0032234957020058526)]"
165,-367.4229504273474,0.10616467850022364,"[('YPA', 1, -0.0016965472343183324), ('AOX', 1, 0.003996450450570567), ('KWE', 1, 0.006752194463200516), ('VSR', 1, 0.0), ('VWR', 1, -0.02391410444119075), ('ZNX', 1, 0.04661532225374943), ('MWN', 1, 0.006276150627615072), ('MZJ', 1, 0.002073650339649568), ('VEO', 1, -0.007319173363949556), ('GJA', 1, 0.0057882931770492935), ('TUW', 1, -0.018055197317513615), ('HBM', 1, 0.060538116591928356), ('WNF', 1, 0.006756756756756785), ('ABM', 1, 0.0012537612838514833), ('RLR', 1, -0.01705443867178682), ('GPE', 1, 0.11868335651367634), ('BUL', 1, 0.013408345053914604), ('PKU', 1, 0.0013692377909630825), ('VLK', 1, 0.010512569376428242), ('VYQ', 1, 0.014548636748981303), ('EVW', 1, 0.008038775268944231), ('NQW', 1, -0.00034106412005462355), ('PHV', 1, -0.00444737483096615), ('DAI', 1, -0.01902173913043465), ('WGQ', 1, -0.00973728304511392), ('JFL', 1, 0.0071778512020053515), ('RLF', 1, 0.01061088582434412), ('NFR', 1, -0.016178399650196806), ('ZKY', 1, -0.017343548155590673), ('STK', 1, 0.00044291338582678845), ('OWG', 1, -0.05156221780747692), ('YLF', 1, -0.0020278366669739915), ('CPM', 1, -0.041616766467065885), ('TGI', 1, -0.003052769297863074), ('MGW', 1, 0.024282925860985318), ('NTR', 1, 0.002651039486535478), ('KKD', 1, -0.0030336458907886765), ('JPN', 1, -0.0301009728961415), ('CGS', 1, 0.01460234680573651), ('VOX', 1, 0.006288178224937144)]"
166,-307.90735076628533,-0.16198117072392954,"[('YPA', 1, 0.03549549407837704), ('AOX', 1, -0.0037107205254977957), ('KWE', 1, 0.07243460764587525), ('VSR', 1, 0.06387253767401387), ('VWR', 1, -0.03200000000000003), ('ZNX', 1, -0.03446940356312938), ('MWN', 1, -0.012154166000319815), ('MZJ', 1, 0.012737262737262917), ('VEO', 1, -0.002891426919184659), ('GJA', 1, -0.018919502194086724), ('TUW', 1, 0.0018387181507748959), ('HBM', 1, -0.027484143763213693), ('WNF', 1, 0.002876318312560032), ('ABM', 1, -0.0028800400701227647), ('RLR', 1, -0.02631276571297261), ('GPE', 1, -0.025486945710733462), ('BUL', 1, -0.004533678756476637), ('PKU', 1, -0.0011850501367366424), ('VLK', 1, 0.004329284052726906), ('VYQ', 1, 0.015499070055796652), ('EVW', 1, 0.018060279113404555), ('NQW', 1, -0.0013647219379051229), ('PHV', 1, -0.009706444387262191), ('DAI', 1, -0.02677746999076642), ('WGQ', 1, -0.005746575998467615), ('JFL', 1, -0.010180995475113187), ('RLF', 1, -0.0011671668639460838), ('NFR', 1, -0.01822222222222223), ('ZKY', 1, -0.005952235319980103), ('STK', 1, 0.0018692508239460646), ('OWG', 1, 0.019423021993716004), ('YLF', 1, -0.01662510390689935), ('CPM', 1, -0.023195876288659788), ('TGI', 1, -0.0008748906386701476), ('MGW', 1, -0.0005813765705242298), ('NTR', 1, -0.03423323128305029), ('KKD', 1, -0.009721398933017222), ('JPN', 1, -0.053344782300240985), ('CGS', 1, -0.014263685427910558), ('VOX', 1, 0.013569005534726033)]"
167,-428.0628112673752,0.39023251702845146,"[('YPA', 1, -0.00785889550124937), ('AOX', 1, 0.001151202020061116), ('KWE', 1, -0.00125078173858659), ('VSR', 1, -0.0014182162215288312), ('VWR', 1, 0.003099173553719126), ('ZNX', 1, -0.025270758122743642), ('MWN', 1, 0.019022179051319362), ('MZJ', 1, 0.019940109212612182), ('VEO', 1, 0.006452080614760148), ('GJA', 1, 0.025443613433054693), ('TUW', 1, 0.0039328788673308485), ('HBM', 1, 0.04347826086956526), ('WNF', 1, 0.004780114722753244), ('ABM', 1, -0.0017581313575285769), ('RLR', 1, 0.01994335614821822), ('GPE', 1, 0.015522007229427958), ('BUL', 1, 0.007993307928246113), ('PKU', 1, 0.009765446746372251), ('VLK', 1, -0.0016084410988869587), ('VYQ', 1, 0.01637734246429903), ('EVW', 1, 0.0074876166340282395), ('NQW', 1, 0.007174581482746869), ('PHV', 1, 0.019590386696086988), ('DAI', 1, -0.000632511068943693), ('WGQ', 1, -0.0013486176668914874), ('JFL', 1, 0.016228571428571446), ('RLF', 1, 0.012848088848580437), ('NFR', 1, 0.009506564056134035), ('ZKY', 1, 0.018122694162408016), ('STK', 1, 0.011685569794275171), ('OWG', 1, 0.015970860184925825), ('YLF', 1, 0.008985316677624205), ('CPM', 1, 0.003837850803550044), ('TGI', 1, 0.002626970227670697), ('MGW', 1, 0.010664770707429827), ('NTR', 1, 0.025216138328530258), ('KKD', 1, 0.021110179975258356), ('JPN', 1, 0.045754129293672056), ('CGS', 1, -0.00338938860643972), ('VOX', 1, 0.0010568962480182343)]"
168,-434.81168195080187,0.01576607569212837,"[('YPA', 1, 0.04386922283493364), ('AOX', 1, -0.0006087391939594852), ('KWE', 1, -0.005635566687539127), ('VSR', 1, -0.002209231532416516), ('VWR', 1, -0.02832131822863031), ('ZNX', 1, -0.002057613168724309), ('MWN', 1, 7.94344268806507e-05), ('MZJ', 1, 0.00566474387758622), ('VEO', 1, -0.00597853489879718), ('GJA', 1, -0.006292456203074691), ('TUW', 1, 0.0026116479498563966), ('HBM', 1, 0.01041666666666663), ('WNF', 1, 0.03044719314938157), ('ABM', 1, -0.002264435778085201), ('RLR', 1, -0.0037024181418489803), ('GPE', 1, 0.002512562814070447), ('BUL', 1, -0.006454587367450464), ('PKU', 1, -0.0003615328994939105), ('VLK', 1, 0.021394509601752758), ('VYQ', 1, 0.01062912956047111), ('EVW', 1, -0.0049165332723529916), ('NQW', 1, 0.010854816824966088), ('PHV', 1, 0.0036472716486252352), ('DAI', 1, -0.00791139240506329), ('WGQ', 1, -0.003376097231600307), ('JFL', 1, 0.001461988304093516), ('RLF', 1, 0.004069906461686038), ('NFR', 1, 0.005381165919282556), ('ZKY', 1, -0.0003968969871908959), ('STK', 1, -0.011259403057510418), ('OWG', 1, -0.012961941533370073), ('YLF', 1, -0.006329899466302482), ('CPM', 1, -0.004858622062923134), ('TGI', 1, 0.018340611353711865), ('MGW', 1, 0.007898186934416174), ('NTR', 1, -0.04089950808151807), ('KKD', 1, -0.012857589495075785), ('JPN', 1, 0.010149571847019782), ('CGS', 1, 0.0054937867887508395), ('VOX', 1, -0.009502023579095534)]"
169,-557.6825763434107,0.2825841611277395,"[('YPA', 1, 0.006472331859448865), ('AOX', 1, -0.009340135363790263), ('KWE', 1, -0.015743073047858942), ('VSR', 1, 0.010912509884548519), ('VWR', 1, 0.023317435082140844), ('ZNX', 1, -0.0012371134020619026), ('MWN', 1, 0.006671961874503488), ('MZJ', 1, -0.006800618238021506), ('VEO', 1, 0.007246376811594203), ('GJA', 1, -0.022378930704468485), ('TUW', 1, 0.027611357124251164), ('HBM', 1, -0.012371134020618476), ('WNF', 1, 0.008310249307479211), ('ABM', 1, -0.002900012608750523), ('RLR', 1, -0.0003483915921495893), ('GPE', 1, 0.0206766917293232), ('BUL', 1, 0.009095127610208854), ('PKU', 1, 0.009945750452079644), ('VLK', 1, 0.00958990536277609), ('VYQ', 1, 0.0076748152359294285), ('EVW', 1, 0.004136504653567729), ('NQW', 1, -0.0006711409395973011), ('PHV', 1, -0.001606793489572475), ('DAI', 1, 0.028708133971291818), ('WGQ', 1, 0.0030326493741127817), ('JFL', 1, 0.012689500280741266), ('RLF', 1, 0.007093466562551783), ('NFR', 1, 0.004014272970561991), ('ZKY', 1, 0.003068149003753847), ('STK', 1, -0.0006871840180630558), ('OWG', 1, 0.024401601937226323), ('YLF', 1, 0.018985760679490333), ('CPM', 1, 0.005362574035537072), ('TGI', 1, 0.024871355060034232), ('MGW', 1, 0.007043147208121914), ('NTR', 1, 0.009085580304806632), ('KKD', 1, 0.009501563799041948), ('JPN', 1, -0.002544742452035175), ('CGS', 1, 0.016651489527774177), ('VOX', 1, 0.0330431693018298)]"
